Location,县区,目标月份,省,市,县,观测点,经度,纬度,记录人,时间起,时间止,Species,IOC_14.1,English,旧学名,Order,Family,number,报告ID,dist_km
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Hemixos castanonotus,PASSERIFORMES,Pycnonotidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Hemixos castanonotus,PASSERIFORMES,Pycnonotidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,豪大喜功,2024-01-31 08:00,2024-01-31 17:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,ac44d186-a904-4735-9766-2e4af0bc5778,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,栗颊噪鹛,Garrulax castanotis,Rufous-cheeked Laughingthrush,Garrulax castanotis,PASSERIFORMES,Leiothrichidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,3,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,豪大喜功,2024-01-31 08:00,2024-01-31 17:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,ac44d186-a904-4735-9766-2e4af0bc5778,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,棕雨燕,Cypsiurus balasiensis,Asian Palm Swift,Cypsiurus balasiensis,APODIFORMES,Apodidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,PASSERIFORMES,Timaliidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,PASSERIFORMES,Timaliidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,PASSERIFORMES,Timaliidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,PASSERIFORMES,Timaliidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,橙头地鸫,Geokichla citrina,Orange-headed Thrush,Geokichla citrina,PASSERIFORMES,Turdidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,橙头地鸫,Geokichla citrina,Orange-headed Thrush,Geokichla citrina,PASSERIFORMES,Turdidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,豪大喜功,2024-01-31 08:00,2024-01-31 17:00,橙头地鸫,Geokichla citrina,Orange-headed Thrush,Geokichla citrina,PASSERIFORMES,Turdidae,1,ac44d186-a904-4735-9766-2e4af0bc5778,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,橙头地鸫,Geokichla citrina,Orange-headed Thrush,Geokichla citrina,PASSERIFORMES,Turdidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,渡鸦233,2024-01-31 08:00,2024-01-31 09:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,f8e5baae-667d-46ea-905d-93782fd4ae7e,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,风过蔷薇,2024-01-31 08:00,2024-01-31 11:00,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis lazulina,PASSERIFORMES,Chloropseidae,1,e39dbf82-f6bb-4d64-8363-f85d2e79cc95,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,2,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,风过蔷薇,2024-01-31 08:00,2024-01-31 11:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,2,e39dbf82-f6bb-4d64-8363-f85d2e79cc95,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,海南孔雀雉,Polyplectron katsumatae,Hainan Peacock-Pheasant,Polyplectron katsumatae,GALLIFORMES,Phasianidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,海南山鹧鸪,Arborophila ardens,Hainan Partridge,Arborophila ardens,GALLIFORMES,Phasianidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,海南山鹧鸪,Arborophila ardens,Hainan Partridge,Arborophila ardens,GALLIFORMES,Phasianidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,海南山鹧鸪,Arborophila ardens,Hainan Partridge,Arborophila ardens,GALLIFORMES,Phasianidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,海南柳莺,Phylloscopus hainanus,Hainan Leaf Warbler,Phylloscopus hainanus,PASSERIFORMES,Phylloscopidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,海南柳莺,Phylloscopus hainanus,Hainan Leaf Warbler,Phylloscopus hainanus,PASSERIFORMES,Phylloscopidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,豪大喜功,2024-01-31 08:00,2024-01-31 17:00,海南柳莺,Phylloscopus hainanus,Hainan Leaf Warbler,Phylloscopus hainanus,PASSERIFORMES,Phylloscopidae,1,ac44d186-a904-4735-9766-2e4af0bc5778,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,海南柳莺,Phylloscopus hainanus,Hainan Leaf Warbler,Phylloscopus hainanus,PASSERIFORMES,Phylloscopidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,渡鸦233,2024-01-31 08:00,2024-01-31 09:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,f8e5baae-667d-46ea-905d-93782fd4ae7e,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Cyornis hainanus,PASSERIFORMES,Muscicapidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,风过蔷薇,2024-01-31 08:00,2024-01-31 11:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,e39dbf82-f6bb-4d64-8363-f85d2e79cc95,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Alcippe hueti,PASSERIFORMES,Alcippeidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,Qinghan,2024-01-31 08:00,2024-01-31 09:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,d3321eea-3e3c-48b1-b15d-b036ea50bcd5,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,豪大喜功,2024-01-31 08:00,2024-01-31 17:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,ac44d186-a904-4735-9766-2e4af0bc5778,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,渡鸦233,2024-01-31 08:00,2024-01-31 09:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,f8e5baae-667d-46ea-905d-93782fd4ae7e,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,云飞扬,2024-01-31 08:00,2024-01-31 17:00,淡紫䴓,Sitta solangiae,Yellow-billed Nuthatch,Sitta solangiae,PASSERIFORMES,Sittidae,1,e572b005-5225-4b8a-a8ab-ad9b38846d71,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,淡脚柳莺,Phylloscopus tenellipes,Pale-legged Leaf Warbler,Phylloscopus tenellipes,PASSERIFORMES,Phylloscopidae,1,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,淡脚柳莺,Phylloscopus tenellipes,Pale-legged Leaf Warbler,Phylloscopus tenellipes,PASSERIFORMES,Phylloscopidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,淡脚柳莺,Phylloscopus tenellipes,Pale-legged Leaf Warbler,Phylloscopus tenellipes,PASSERIFORMES,Phylloscopidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,WJC,2024-01-31 08:00,2024-01-31 11:00,淡脚柳莺,Phylloscopus tenellipes,Pale-legged Leaf Warbler,Phylloscopus tenellipes,PASSERIFORMES,Phylloscopidae,1,116ed39b-3fb1-4158-8553-f2455f03fec1,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园(乐东黎族自治县),108.85624,18.74447,cqhbirder,2024-01-31 08:00,2024-01-31 09:00,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Pericrocotus solaris,PASSERIFORMES,Campephagidae,1,dc9576ec-eb9e-4e25-b1df-5e8ed14ce0de,0.057
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,魏林,2024-01-31 08:00,2024-01-31 11:00,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Pericrocotus solaris,PASSERIFORMES,Campephagidae,1,3368ac5f-28a2-4c4a-a52d-d2accd566d4f,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,水若,2024-01-31 08:00,2024-01-31 12:00,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Pericrocotus solaris,PASSERIFORMES,Campephagidae,1,e891481f-7bfb-4281-bb55-76d8d1df40fc,2.018
Jianfengling,乐东黎族自治县,2024-01,海南省,,乐东黎族自治县,尖峰岭国家森林公园,108.90687,18.72969,alittlebird,2024-01-31 08:00,2024-01-31 11:00,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Pericrocotus solaris,PASSERIFORMES,Campephagidae,1,11398c8e-5677-4b31-b2be-fd7bfb008bb0,2.018
